 (),# SMs (SM),# TPCs (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Average DRAM Active Cycles (cycle),Average L1 Active Cycles (cycle),Average L2 Active Cycles (cycle),Average SM Active Cycles (cycle),Average SMSP Active Cycles (cycle),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (ns),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (hz),DRAM Throughput (%),Elapsed Cycles (cycle),Enabled TPC IDs (),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Stack Size (),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (hz),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Total DRAM Elapsed Cycles (cycle),Total L1 Elapsed Cycles (cycle),Total L2 Elapsed Cycles (cycle),Total SM Elapsed Cycles (cycle),Total SMSP Elapsed Cycles (cycle),Uses Green Context (),Waves Per SM ()
"",80,40,f64,ALP,20,8,query_multi_column,8,102400,naive_branchless,3,20,3,stateful_branchless,1,4,7.97,12.45,68157724.22,120984444.05,116330301.83,120984444.05,120870752.33,4,32,32,32,"(64, 1, 1)",64,5.18,0,93038688,0,878418577.87,83.40,122035583,all,CachePreferNone,"(6400, 1, 1)",6400,37,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.71,34.49,83.40,255,0,1344,0,120984444.05,1311398040.85,8,12.50,409600,2615261184,9772132856,7445133056,9772132856,39088531424,0,20
"",80,40,f64,ALP,20,8,query_multi_column,8,102400,naive_branchless,4,20,3,stateful_branchless,1,4,7.97,12.45,68151738.50,120968248.10,116370064.56,120968248.10,120823995.56,4,32,32,32,"(64, 1, 1)",64,5.18,0,93120768,0,877494996.60,83.40,122142155,all,CachePreferNone,"(6400, 1, 1)",6400,38,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.70,34.47,83.40,255,0,1344,0,120968248.10,1311389472.58,8,12.50,409600,2614816256,9776409534,7449854656,9776409534,39105638136,0,20
"",80,40,f64,ALP,20,8,query_multi_column,8,102400,naive_branchless,5,20,3,stateful_branchless,1,4,7.97,12.45,68148198,120860072.21,116393455.48,120860072.21,120811040.24,4,32,32,32,"(64, 1, 1)",64,5.19,0,93133440,0,877283003.83,83.41,122157814,all,CachePreferNone,"(6400, 1, 1)",6400,39,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.72,34.46,83.41,255,0,1344,0,120860072.21,1311390538.14,8,12.50,409600,2614540288,9766963684,7452529344,9766963684,39067854736,0,20
"",80,40,f64,ALP,20,8,query_multi_column,9,102400,naive_branchless,1,20,3,stateful_branchless,1,4,7.98,12.47,87733786.56,158642454.47,152062156.06,158642454.47,158638919.24,4,32,32,32,"(64, 1, 1)",64,4.97,0,121733088,0,877418635.76,82.14,159687438,all,CachePreferNone,"(6400, 1, 1)",6400,40,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.48,33.07,82.14,255,0,1696,0,158642454.47,1311529928.22,8,12.50,409600,3417948160,12789207518,9741643328,12789207518,51156830072,0,20
"",80,40,f64,ALP,20,8,query_multi_column,9,102400,naive_branchless,2,20,3,stateful_branchless,1,4,7.98,12.47,87750728.72,158516825.28,152255920.72,158516825.28,158601792.43,4,32,32,32,"(64, 1, 1)",64,4.98,0,121665472,0,877440988.35,82.20,159598243,all,CachePreferNone,"(6400, 1, 1)",6400,41,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.54,33.08,82.20,255,0,1696,0,158516825.28,1311524580.83,8,12.50,409600,3416136704,12757813832,9737683648,12757813832,51031255328,0,20
"",80,40,f64,ALP,20,8,query_multi_column,9,102400,naive_branchless,3,20,3,stateful_branchless,1,4,7.98,12.47,87730780.78,159005193.86,152221131.11,159005193.86,158590294.57,4,32,32,32,"(64, 1, 1)",64,4.97,0,121788128,0,879400921.57,81.91,159756315,all,CachePreferNone,"(6400, 1, 1)",6400,42,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.48,33.04,81.91,255,0,1696,0,159005193.86,1311515508.86,8,12.50,409600,3427218944,12783934992,9747590528,12783934992,51135739968,0,20
"",80,40,f64,ALP,20,8,query_multi_column,9,102400,naive_branchless,4,20,3,stateful_branchless,1,4,7.98,12.47,87739872.75,158878696.54,152100643.91,158878696.54,158725696.42,4,32,32,32,"(64, 1, 1)",64,4.98,0,121768288,0,878684473.25,82.00,159730385,all,CachePreferNone,"(6400, 1, 1)",6400,43,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.53,33.06,82.00,255,0,1696,0,158878696.54,1311519700.98,8,12.50,409600,3423868928,12760546450,9744011584,12760546450,51042185800,0,20
"",80,40,f64,ALP,20,8,query_multi_column,9,102400,naive_branchless,5,20,3,stateful_branchless,1,4,7.98,12.47,87728109.22,158263337.71,152458396.94,158263337.71,158474890.40,4,32,32,32,"(64, 1, 1)",64,4.97,0,121699680,0,875866493.65,82.30,159638295,all,CachePreferNone,"(6400, 1, 1)",6400,44,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",24.49,33.08,82.30,255,0,1696,0,158263337.71,1311510877.98,8,12.50,409600,3410965504,12780244464,9737517760,12780244464,51120977856,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive_branchless,1,20,3,stateful_branchless,1,4,7.96,12.44,99955614.12,183868080.49,176424167.94,183868080.49,183203919.20,4,32,32,32,"(64, 1, 1)",64,4.79,0,141521120,0,876993285.53,80.54,185632175,all,CachePreferNone,"(6400, 1, 1)",6400,45,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",23.45,32.27,80.54,255,0,1936,0,183868080.49,1311475218.92,8,12.50,409600,3971618304,14801583194,11323954944,14801583194,59206332776,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive_branchless,2,20,3,stateful_branchless,1,4,7.96,12.43,99960124.22,183680679.43,177039286.52,183680679.43,183687702.63,4,32,32,32,"(64, 1, 1)",64,4.78,0,141493888,0,876020538.78,80.64,185595951,all,CachePreferNone,"(6400, 1, 1)",6400,46,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",23.40,32.27,80.64,255,0,1936,0,183680679.43,1311461557.03,8,12.50,409600,3966449664,14836988778,11321591040,14836988778,59347955112,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive_branchless,3,20,3,stateful_branchless,1,4,7.96,12.44,99947876.38,183833806.07,176258363,183833806.07,184172685.17,4,32,32,32,"(64, 1, 1)",64,4.80,0,141731680,0,875952645.17,80.51,185909938,all,CachePreferNone,"(6400, 1, 1)",6400,47,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",23.46,32.22,80.51,255,0,1936,0,183833806.07,1311494673.13,8,12.50,409600,3972807680,14797157756,11340118016,14797157756,59188631024,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive_branchless,4,20,3,stateful_branchless,1,4,7.96,12.44,99970255,183550685.96,176420124.91,183550685.96,182804964.82,4,32,32,32,"(64, 1, 1)",64,4.80,0,141408224,0,876376977.90,80.67,185485609,all,CachePreferNone,"(6400, 1, 1)",6400,48,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",23.46,32.30,80.67,255,0,1936,0,183550685.96,1311486947.18,8,12.50,409600,3965661184,14796469344,11312140800,14796469344,59185877376,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive_branchless,5,20,3,stateful_branchless,1,4,7.96,12.44,99957969.38,184162396.60,176775150.66,184162396.60,183766844.17,4,32,32,32,"(64, 1, 1)",64,4.79,0,141405664,0,879605388.37,80.36,185481876,all,CachePreferNone,"(6400, 1, 1)",6400,49,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveBranchlessALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",23.42,32.30,80.36,255,0,1936,0,184162396.60,1311475881.43,8,12.50,409600,3980197888,14824201558,11312879232,14824201558,59296806232,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,naive,1,20,3,old_fls,32,1,37.25,58.20,22360.81,443257.49,342147.81,443257.49,442320.15,20,32,32,32,"(64, 1, 1)",64,70.54,0,341440,0,878034208.06,7.46,447672,all,CachePreferNone,"(51200, 1, 1)",51200,0,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",18.94,3.59,18.78,48,0,1024,0,443257.49,1309792838.18,40,62.50,3276800,9593472,35760576,27221952,35760576,143042304,0,32
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,naive,2,20,3,old_fls,32,1,37.26,58.22,22360.03,443644.79,340735.59,443644.79,442721.61,20,32,32,32,"(64, 1, 1)",64,70.62,0,340928,0,878777923.78,7.46,447086,all,CachePreferNone,"(51200, 1, 1)",51200,1,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",18.92,3.60,18.80,48,0,1024,0,443644.79,1310151508.04,40,62.50,3276800,9587200,35723408,27197696,35723408,142893632,0,32
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,naive,3,20,3,old_fls,32,1,37.25,58.20,24757.56,443819.50,341867.73,443819.50,442181.43,20,32,32,32,"(64, 1, 1)",64,70.37,0,343168,0,872808653.49,8.27,450042,all,CachePreferNone,"(51200, 1, 1)",51200,2,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",18.91,3.57,18.73,48,0,1024,0,443819.50,1310211519.33,40,62.50,3276800,9584640,35848926,27389888,35848926,143395704,0,32
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,naive,4,20,3,old_fls,32,1,37.30,58.28,24741,442068.33,341131.08,442068.33,442299.26,20,32,32,32,"(64, 1, 1)",64,70.62,0,342016,0,873315868.26,8.28,448453,all,CachePreferNone,"(51200, 1, 1)",51200,3,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",18.99,3.58,18.80,48,0,1024,0,442068.33,1310137050.12,40,62.50,3276800,9558016,35721544,27302272,35721544,142886176,0,32
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,naive,5,20,3,old_fls,32,1,37.24,58.19,24764.41,443649.85,342043.44,443649.85,442322.95,20,32,32,32,"(64, 1, 1)",64,70.72,0,343168,0,872668780.31,8.27,449973,all,CachePreferNone,"(51200, 1, 1)",51200,4,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",18.92,3.57,18.83,48,0,1024,0,443649.85,1310189178.48,40,62.50,3276800,9583104,35673360,27391808,35673360,142693440,0,32
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,naive,1,20,3,old_fls,32,1,22.92,35.81,45389.81,1124438.96,760552.19,1124438.96,1126929.44,12,32,32,32,"(64, 1, 1)",64,52.62,0,860960,0,878795762.87,6.00,1129690,all,CachePreferNone,"(51200, 1, 1)",51200,5,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.65,3.86,14.50,80,0,1024,0,1124438.96,1311653270.77,24,37.50,3276800,24211456,90869340,68848960,90869340,363477360,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,naive,2,20,3,old_fls,32,1,22.94,35.85,45428.06,1130542.09,758395.12,1130542.09,1126716.34,12,32,32,32,"(64, 1, 1)",64,52.78,0,865600,0,879038817.01,5.97,1135748,all,CachePreferNone,"(51200, 1, 1)",51200,6,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.57,3.85,14.54,80,0,1024,0,1130542.09,1311647027.11,24,37.50,3276800,24348672,90592676,69244800,90592676,362370704,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,naive,3,20,3,old_fls,32,1,22.93,35.83,45352.16,1124675.02,757321.12,1124675.02,1126625.38,12,32,32,32,"(64, 1, 1)",64,52.56,0,865376,0,873701142.62,6.00,1135472,all,CachePreferNone,"(51200, 1, 1)",51200,7,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.64,3.84,14.48,80,0,1024,0,1124675.02,1311649117.45,24,37.50,3276800,24194560,90973524,69226624,90973524,363894096,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,naive,4,20,3,old_fls,32,1,22.95,35.86,45409.31,1123604.18,759500.12,1123604.18,1120580.98,12,32,32,32,"(64, 1, 1)",64,52.84,0,866144,0,873166586.62,6.00,1136455,all,CachePreferNone,"(51200, 1, 1)",51200,8,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.66,3.84,14.56,80,0,1024,0,1123604.18,1311642367.40,24,37.50,3276800,24201216,90477852,69251648,90477852,361911408,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,naive,5,20,3,old_fls,32,1,22.93,35.83,45589.94,1127267.66,761031.88,1127267.66,1115313.56,12,32,32,32,"(64, 1, 1)",64,52.86,0,865376,0,876603927.08,6.01,1135448,all,CachePreferNone,"(51200, 1, 1)",51200,9,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.61,3.84,14.57,80,0,1024,0,1127267.66,1311629087.63,24,37.50,3276800,24274944,90445936,69174912,90445936,361783744,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,naive,1,20,3,old_fls,32,1,15.60,24.37,66382.84,1989657.94,1266983.20,1989657.94,2004722.15,8,32,32,32,"(64, 1, 1)",64,43.33,0,1528928,0,874118336.51,4.97,2006387,all,CachePreferNone,"(51200, 1, 1)",51200,10,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",12.34,4.49,12.23,128,0,1024,0,1989657.94,1312016109.76,16,25,3276800,42766848,160641560,122386048,160641560,642566240,0,80
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,naive,2,20,3,old_fls,32,1,15.60,24.38,66434.69,1996172.16,1272617.55,1996172.16,2001446.06,8,32,32,32,"(64, 1, 1)",64,43.71,0,1535904,0,873044148.59,4.95,2015628,all,CachePreferNone,"(51200, 1, 1)",51200,11,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",12.30,4.48,12.33,128,0,1024,0,1996172.16,1312042397.62,16,25,3276800,42909184,159260460,122887040,159260460,637041840,0,80
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,naive,3,20,3,old_fls,32,1,15.60,24.37,66437.06,1991603.50,1265389.50,1991603.50,1994565.58,8,32,32,32,"(64, 1, 1)",64,43.35,0,1545248,0,865538735.53,4.97,2027892,all,CachePreferNone,"(51200, 1, 1)",51200,12,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",12.33,4.44,12.23,128,0,1024,0,1991603.50,1312053685.45,16,25,3276800,42799104,160562692,123641216,160562692,642250768,0,80
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,naive,4,20,3,old_fls,32,1,15.60,24.37,66414.31,1999713.36,1265369.98,1999713.36,1996380.77,8,32,32,32,"(64, 1, 1)",64,43.30,0,1524672,0,880619569.32,4.95,2000928,all,CachePreferNone,"(51200, 1, 1)",51200,13,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",12.28,4.51,12.21,128,0,1024,0,1999713.36,1312043508.37,16,25,3276800,42964992,160778228,121953408,160778228,643112912,0,80
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,naive,5,20,3,old_fls,32,1,15.60,24.37,66345.06,1993746.25,1266163.20,1993746.25,1995265.92,8,32,32,32,"(64, 1, 1)",64,43.61,0,1536512,0,871751082.97,4.95,2016375,all,CachePreferNone,"(51200, 1, 1)",51200,14,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",12.31,4.47,12.30,128,0,1024,0,1993746.25,1312039975.39,16,25,3276800,42862592,159603206,122946176,159603206,638412824,0,80
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,naive,1,20,3,old_fls,32,1,10.61,16.57,84648.88,3484790.10,1956947.44,3484790.10,3456885.89,6,32,32,32,"(64, 1, 1)",64,34.28,0,2661312,0,878190907.34,3.62,3492864,all,CachePreferNone,"(51200, 1, 1)",51200,15,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",9.36,4.10,9.38,168,0,1024,0,3484790.10,1312212297.29,12,18.75,3276800,74788480,278200922,213042944,278200922,1112803688,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,naive,2,20,3,old_fls,32,1,10.75,16.79,84653,3440961.19,1944339.28,3440961.19,3418283.32,6,32,32,32,"(64, 1, 1)",64,34.45,0,2621344,0,880702418.30,3.67,3440362,all,CachePreferNone,"(51200, 1, 1)",51200,16,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",9.48,4.16,9.43,168,0,1024,0,3440961.19,1312182859.89,12,18.75,3276800,73875968,276822386,209794048,276822386,1107289544,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,naive,3,20,3,old_fls,32,1,10.70,16.72,84658.38,3453822.89,1956109.33,3453822.89,3429148.93,6,32,32,32,"(64, 1, 1)",64,34.59,0,2625440,0,882083003.23,3.66,3445704,all,CachePreferNone,"(51200, 1, 1)",51200,17,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",9.45,4.15,9.47,168,0,1024,0,3453822.89,1312191988.14,12,18.75,3276800,74107392,275673088,210270080,275673088,1102692352,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,naive,4,20,3,old_fls,32,1,10.85,16.95,84660.34,3416267.33,1931645.12,3416267.33,3404276.44,6,32,32,32,"(64, 1, 1)",64,34.84,0,2619776,0,874841207.80,3.69,3438239,all,CachePreferNone,"(51200, 1, 1)",51200,18,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",9.55,4.16,9.54,168,0,1024,0,3416267.33,1312180888.75,12,18.75,3276800,73340416,273722124,209736704,273722124,1094888496,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,naive,5,20,3,old_fls,32,1,10.85,16.96,84662.44,3412254.46,1937983.41,3412254.46,3400000.35,6,32,32,32,"(64, 1, 1)",64,35.00,0,2601984,0,879476584.02,3.70,3414942,all,CachePreferNone,"(51200, 1, 1)",51200,19,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",9.56,4.19,9.58,168,0,1024,0,3412254.46,1312181012.64,12,18.75,3276800,73228288,272465248,208260800,272465248,1089860992,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,naive,1,20,3,old_fls,32,1,7.91,12.36,105387.66,5382511.59,2504700.25,5382511.59,5349975.76,4,32,32,32,"(64, 1, 1)",64,28.79,0,4116640,0,877581717.13,2.92,5401483,all,CachePreferNone,"(51200, 1, 1)",51200,20,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",7.56,4.03,7.54,206,0,1024,0,5382511.59,1311976919.69,8,12.50,3276800,115606016,432228856,329303296,432228856,1728915424,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,naive,2,20,3,old_fls,32,1,7.91,12.36,105386.72,5408559.67,2523184.50,5408559.67,5357138.66,4,32,32,32,"(64, 1, 1)",64,28.89,0,4119104,0,880910023.15,2.90,5405229,all,CachePreferNone,"(51200, 1, 1)",51200,21,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, NaiveALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",7.53,4.05,7.56,206,0,1024,0,5408559.67,1311992891.33,8,12.50,3276800,116113920,430670610,329578688,430670610,1722682440,0,160
