return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,"","",decompression,GDeflate,publicbi-Telco-RECHRG_TOTAL_LOAD_P1,11649024,1.312000,2.008838,f32,0,2
0,11.177892,17.587044,decompression_query,GALP,publicbi-PanCreactomy1-LINE_SRVC_CNT,36610048,0.044448,2.548385,f32,0,5
0,"","",decompression_query,Thrust,publicbi-Telco-TOTAL_OUTGOING_MIN_P3,11649024,0.394240,1.000000,f32,0,2
0,"","",decompression,Snappy,publicbi-Telco-TOTAL_OUTGOING_REV_P1,11649024,0.871744,1.038010,f32,0,2
0,"","",decompression,Bitcomp,publicbi-Telco-TOTAL_MINS_P3,11649024,0.146624,1.178683,f32,0,3
0,"","",decompression,BitcompSparse,alp-stocks_usa_c,2256609280,7.745280,0.998328,f64,0,2
0,16.125000,0.000000,decompression_query,ALP,alp-ssd_hdd_benchmarks_f,65536,0.014048,3.947952,f64,0,3
0,16.645953,263.481205,decompression,GALP,publicbi-CommonGovernment-nongsadollar,45547520,0.114848,1.082862,f32,0,1
0,"","",decompression,Deflate,alp-cms1,148602880,18.489920,1.203804,f64,0,4
0,20.029548,230.961742,decompression_query,GALP,publicbi-CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,37150720,0.051616,1.018765,f32,0,1
0,"","",decompression,zstd,publicbi-Telco-TOTAL_MINS_P3,11649024,2.726592,1.683207,f32,0,4
0,"","",decompression_query,zstd,publicbi-CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,37150720,3.517152,1.755515,f32,0,5
0,"","",decompression_query,Thrust,alp-neon_air_pressure,1101766656,16.624865,1.000000,f64,0,1
0,"","",decompression_query,Snappy,publicbi-CommonGovernment-nongsadollar,45547520,1.536736,1.414095,f32,0,2
0,"","",decompression_query,Deflate,alp-gov31,1128988672,118.077438,6.074746,f64,0,3
0,"","",decompression,zstd,publicbi-Telco-RECHRG_TOTAL_LOAD_P3,11649024,2.255296,3.161834,f32,0,4
0,"","",decompression_query,GDeflate,alp-city_temperature_f,23240704,1.407360,1.923460,f64,0,2
0,"","",decompression,LZ4,publicbi-Telco-TOTAL_MINS_P2,11649024,1.724576,1.116503,f32,0,1
0,"","",decompression,GDeflate,publicbi-Telco-TOTAL_OUTGOING_MIN_P1,11649024,1.379904,1.217453,f32,0,1
0,"","",decompression,Bitcomp,alp-neon_bio_temp_c,3046539264,10.361440,1.013550,f64,0,5
0,"","",decompression,Deflate,alp-gov26,1128988672,115.321823,7.781743,f64,0,5
0,"","",decompression,Snappy,publicbi-Telco-CHRGD_REV_P1,11649024,1.675392,1.179527,f32,0,4
0,15.486329,299.926792,decompression,GALP,publicbi-CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,37150720,0.093248,1.063120,f32,0,1
0,0.598677,354.966152,decompression,GALP,publicbi-CMSprovider-STDEV_SUBMITTED_CHRG_AMT,37150720,0.080224,1.798520,f32,0,2
0,"","",decompression_query,GDeflate,publicbi-CityMaxCapita-LPF,3649536,1.341664,1.428956,f32,0,4
0,"","",decompression,zstd,alp-basel_temp_f,983040,1.915776,2.611183,f64,0,1
0,"","",decompression_query,LZ4,publicbi-Telco-TOTAL_MINS_P6,11649024,1.704096,1.116755,f32,0,4
0,"","",decompression_query,Thrust,publicbi-Telco-RECHRG_INC_MIN_USED_P2,11649024,0.395872,1.000000,f32,0,3
0,"","",decompression_query,Deflate,alp-stocks_uk,474439680,54.539391,1.872026,f64,0,1
0,"","",decompression_query,Deflate,publicbi-Telco-RECHRG_TOTAL_LOAD_P3,11649024,4.660448,2.701034,f32,0,3
0,"","",decompression_query,Snappy,publicbi-CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,37150720,1.474080,1.688741,f32,0,2
0,"","",decompression_query,BitcompSparse,alp-ssd_hdd_benchmarks_f,65536,0.030752,0.997200,f64,0,5
0,27.141667,29.791667,decompression_query,GALP,alp-basel_temp_f,983040,0.015360,2.147285,f64,0,2
0,"","",decompression_query,zstd,publicbi-CMSprovider-LINE_SRVC_CNT,37150720,2.696352,2.455562,f32,0,2
0,"","",decompression,Bitcomp,publicbi-CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,37150720,0.273120,1.506906,f32,0,3
0,"","",decompression,GDeflate,publicbi-MedPayment1-line_srvc_cnt,36610048,1.513632,2.108220,f32,0,5
0,28.258875,145.057442,decompression_query,ALP,alp-medicare1,74301440,0.188416,1.613008,f64,0,5
0,14.567862,167.778481,decompression_query,GALP,publicbi-Telco-FREE_MINS_P1,11649024,0.021152,1.392081,f32,0,1
0,2.822662,53.707291,decompression,GALP,alp-gov30,1128988672,2.597344,8.702177,f64,0,3
0,19.344937,226.254923,decompression_query,ALP,publicbi-Telco-TOTAL_OUTGOING_MIN_P6,11649024,0.069472,1.066477,f32,0,4
