 (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (nsecond),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (cycle/second),DRAM Throughput (%),Elapsed Cycles (cycle),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (cycle/second),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Waves Per SM ()
"",f64,ALP,20,8,query_multi_column,7,102400,prefetch_all,4,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,44.00,1024,16199104,0,10250080004.42,4.01,37925123,CachePreferNone,"(6400, 1, 1)",6400,33,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.70,71.37,71.37,255,8192,0,37371565.05,2340695602.67,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,7,102400,prefetch_all,5,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,44.04,1024,16218592,0,10243367118.43,4.00,37927634,CachePreferNone,"(6400, 1, 1)",6400,34,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.74,71.35,71.35,255,8192,0,37336319.15,2335700852.86,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,8,102400,prefetch_all,1,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,41.09,1024,19799264,0,10260525239.73,5.80,46404050,CachePreferNone,"(6400, 1, 1)",6400,35,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.31,67.22,67.22,255,8192,0,45694918.41,2343327736.83,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,8,102400,prefetch_all,2,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,41.16,1024,19887136,0,10211648776.37,5.80,46369905,CachePreferNone,"(6400, 1, 1)",6400,36,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.31,67.27,67.27,255,8192,0,45681808.02,2329431983.90,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,8,102400,prefetch_all,3,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,41.10,1024,19868576,0,10223700379.94,5.80,46399620,CachePreferNone,"(6400, 1, 1)",6400,37,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.31,67.25,67.25,255,8192,0,45685686.50,2334967438.03,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,8,102400,prefetch_all,4,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,41.11,1024,19801568,0,10268083820.43,5.79,46428874,CachePreferNone,"(6400, 1, 1)",6400,38,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.30,67.16,67.16,255,8192,0,45674692.08,2342415248.80,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,8,102400,prefetch_all,5,20,3,stateful_branchless,1,4,7.88,16.42,4,8,24,24,"(64, 1, 1)",64,41.06,1024,19896960,0,10218456688.86,5.80,46441655,CachePreferNone,"(6400, 1, 1)",6400,39,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.30,67.13,67.13,255,8192,0,45678122.32,2333762569.76,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,9,102400,prefetch_all,1,20,3,stateful_branchless,1,4,7.80,16.25,4,8,24,24,"(64, 1, 1)",64,40.33,1024,22773856,0,10224203753.64,9.55,53188322,CachePreferNone,"(6400, 1, 1)",6400,40,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.16,67.19,67.19,255,8192,0,52567443.18,2335141817.88,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,9,102400,prefetch_all,2,20,3,stateful_branchless,1,4,7.80,16.25,4,8,24,24,"(64, 1, 1)",64,40.34,1024,22725184,0,10256673829.35,9.54,53228083,CachePreferNone,"(6400, 1, 1)",6400,41,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.17,67.11,67.11,255,8192,0,52555485.02,2339922762.93,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,9,102400,prefetch_all,3,20,3,stateful_branchless,1,4,7.81,16.27,4,8,24,24,"(64, 1, 1)",64,40.38,1024,22747136,0,10224205456.02,9.56,53125780,CachePreferNone,"(6400, 1, 1)",6400,42,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.19,67.20,67.20,255,8192,0,52507476.35,2335154734.79,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,9,102400,prefetch_all,4,20,3,stateful_branchless,1,4,7.81,16.27,4,8,24,24,"(64, 1, 1)",64,40.37,1024,22782752,0,10224166773.18,9.54,53192250,CachePreferNone,"(6400, 1, 1)",6400,43,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.22,67.16,67.16,255,8192,0,52495036.15,2332425921.74,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,9,102400,prefetch_all,5,20,3,stateful_branchless,1,4,7.80,16.25,4,8,24,24,"(64, 1, 1)",64,40.29,1024,22787872,0,10228065174.32,9.53,53241628,CachePreferNone,"(6400, 1, 1)",6400,44,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",36.16,67.08,67.08,255,8192,0,52572032.55,2336048695.84,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,10,102400,prefetch_all,1,20,3,stateful_branchless,1,4,7.58,15.78,4,8,24,24,"(64, 1, 1)",64,37.88,1024,26854816,0,10256752457.36,13.03,62923468,CachePreferNone,"(6400, 1, 1)",6400,45,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",34.53,63.45,63.45,255,8192,0,62042152.61,2342791475.47,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,10,102400,prefetch_all,2,20,3,stateful_branchless,1,4,7.59,15.81,4,8,24,24,"(64, 1, 1)",64,38.04,1024,26864736,0,10209302187.08,13.06,62655548,CachePreferNone,"(6400, 1, 1)",6400,46,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",34.59,63.71,63.71,255,8192,0,61961755.23,2331962025.11,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,10,102400,prefetch_all,3,20,3,stateful_branchless,1,4,7.56,15.76,4,8,24,24,"(64, 1, 1)",64,37.96,1024,26750656,0,10284014268.66,13.04,62832339,CachePreferNone,"(6400, 1, 1)",6400,47,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",34.51,63.54,63.54,255,8192,0,62117643.24,2346872490.40,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,10,102400,prefetch_all,4,20,3,stateful_branchless,1,4,7.57,15.77,4,8,24,24,"(64, 1, 1)",64,38.04,1024,26744640,0,10255969943.88,13.09,62660999,CachePreferNone,"(6400, 1, 1)",6400,48,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",34.53,63.73,63.73,255,8192,0,62076578.32,2342612264.24,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,10,102400,prefetch_all,5,20,3,stateful_branchless,1,4,7.58,15.79,4,8,24,24,"(64, 1, 1)",64,37.95,1024,26739072,0,10281059267.88,13.04,62799723,CachePreferNone,"(6400, 1, 1)",6400,49,"void multi_column::query_multi_column<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)4, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)4, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)4>>, flsgpu::device::PrefetchAllALPExceptionPatcher<double, (unsigned int)4, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",34.55,63.57,63.57,255,8192,0,62044817.82,2348332208.39,8,16.67,409600,24.24
"",f64,ALP,20,8,query_multi_column,1,102400,stateful,1,20,3,stateful_branchless,1,1,46.71,97.32,32,32,24,24,"(64, 1, 1)",64,86.00,1024,1208672,0,10234730348.68,2.97,2778166,CachePreferNone,"(25600, 1, 1)",25600,0,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T1, bool *)",21.09,1.48,21.02,30,32768,0,2761763.88,2293115915.65,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,stateful,2,20,3,stateful_branchless,1,1,46.71,97.32,32,32,24,24,"(64, 1, 1)",64,86.00,1024,1209600,0,10225925925.93,2.98,2777733,CachePreferNone,"(25600, 1, 1)",25600,1,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T1, bool *)",21.09,1.49,21.02,30,32768,0,2761599.11,2291223958.33,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,stateful,3,20,3,stateful_branchless,1,1,46.71,97.32,32,32,24,24,"(64, 1, 1)",64,86.03,1024,1194144,0,10228046198.78,3.01,2777661,CachePreferNone,"(25600, 1, 1)",25600,2,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T1, bool *)",21.09,1.50,21.02,30,32768,0,2761776.61,2320265395.13,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,stateful,4,20,3,stateful_branchless,1,1,46.71,97.32,32,32,24,24,"(64, 1, 1)",64,85.95,1024,1208896,0,10239822118.69,2.97,2780117,CachePreferNone,"(25600, 1, 1)",25600,3,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T1, bool *)",21.09,1.48,21.00,30,32768,0,2761495.17,2293997994.86,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,stateful,5,20,3,stateful_branchless,1,1,46.70,97.30,32,32,24,24,"(64, 1, 1)",64,86.00,1024,1209312,0,10230054774.95,2.97,2778044,CachePreferNone,"(25600, 1, 1)",25600,4,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T1, bool *)",21.08,1.49,21.02,30,32768,0,2762081.21,2291805450.81,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,2,102400,stateful,1,20,3,stateful_branchless,1,1,38.89,81.03,20,32,24,24,"(64, 1, 1)",64,85.00,1024,2451520,0,10050489492.23,2.98,5615062,CachePreferNone,"(25600, 1, 1)",25600,5,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T1, bool *)",38.95,64.80,64.80,48,32768,0,5596807.91,2287617954.03,40,83.33,1638400,19.39
"",f64,ALP,20,8,query_multi_column,2,102400,stateful,2,20,3,stateful_branchless,1,1,38.90,81.03,20,32,24,24,"(64, 1, 1)",64,84.81,1024,2453728,0,10236961880.05,2.92,5635520,CachePreferNone,"(25600, 1, 1)",25600,6,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T1, bool *)",38.86,63.99,63.99,48,32768,0,5596617.83,2290692502.73,40,83.33,1638400,19.39
"",f64,ALP,20,8,query_multi_column,2,102400,stateful,3,20,3,stateful_branchless,1,1,38.89,81.03,20,32,24,24,"(64, 1, 1)",64,84.86,1024,2437056,0,10232621654.98,2.95,5633536,CachePreferNone,"(25600, 1, 1)",25600,7,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T1, bool *)",38.88,64.28,64.28,48,32768,0,5597030.38,2305124297.51,40,83.33,1638400,19.39
"",f64,ALP,20,8,query_multi_column,2,102400,stateful,4,20,3,stateful_branchless,1,1,38.90,81.04,20,32,24,24,"(64, 1, 1)",64,84.89,1024,2453088,0,10102245007.11,2.96,5630180,CachePreferNone,"(25600, 1, 1)",25600,8,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T1, bool *)",38.90,64.51,64.51,48,32768,0,5596588.06,2289251887.15,40,83.33,1638400,19.39
"",f64,ALP,20,8,query_multi_column,2,102400,stateful,5,20,3,stateful_branchless,1,1,38.89,81.03,20,32,24,24,"(64, 1, 1)",64,84.89,1024,2453056,0,10230060789.48,2.93,5630917,CachePreferNone,"(25600, 1, 1)",25600,9,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T1, bool *)",38.90,64.07,64.07,48,32768,0,5596679.58,2289215846.14,40,83.33,1638400,19.39
"",f64,ALP,20,8,query_multi_column,3,102400,stateful,1,20,3,stateful_branchless,1,1,31.13,64.85,16,32,24,24,"(64, 1, 1)",64,84.46,1024,3684864,0,10239891621.51,2.92,8491739,CachePreferNone,"(25600, 1, 1)",25600,10,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T5, T1, bool *)",40.37,66.94,66.94,63,32768,0,8423600.42,2297803799.54,32,66.67,1638400,24.24
"",f64,ALP,20,8,query_multi_column,3,102400,stateful,2,20,3,stateful_branchless,1,1,31.12,64.83,16,32,24,24,"(64, 1, 1)",64,84.59,1024,3639456,0,10225070999.62,2.96,8471243,CachePreferNone,"(25600, 1, 1)",25600,11,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T5, T1, bool *)",40.42,67.51,67.51,63,32768,0,8423413.39,2322803966.67,32,66.67,1638400,24.24
"",f64,ALP,20,8,query_multi_column,3,102400,stateful,3,20,3,stateful_branchless,1,1,31.12,64.83,16,32,24,24,"(64, 1, 1)",64,84.57,1024,3684448,0,10102259008.68,2.96,8473575,CachePreferNone,"(25600, 1, 1)",25600,12,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T5, T1, bool *)",40.42,67.46,67.46,63,32768,0,8423959.06,2294815080.40,32,66.67,1638400,24.24
"",f64,ALP,20,8,query_multi_column,3,102400,stateful,4,20,3,stateful_branchless,1,1,31.13,64.85,16,32,24,24,"(64, 1, 1)",64,84.50,1024,3684672,0,10133395862.64,2.96,8479204,CachePreferNone,"(25600, 1, 1)",25600,13,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::StatefulALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPColumn<double>>, flsgpu::device::ALPColumn<double>>(T5, T5, T5, T1, bool *)",40.39,67.39,67.39,63,32768,0,8422777.59,2296605279.02,32,66.67,1638400,24.24
