ID,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Kernel Name,Block Size,Grid Size,Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Compute (SM) Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Achieved Occupancy (%),Achieved Active Warps Per SM (warp)
23,galp-branchy-4v,8,23,125000,587749,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",40.45,40.45,20.65,14.07,79.71,60,0,12.21,32,16,32,32,32,50,47.44,30.36
24,galp-branchy-4v,8,24,125000,590534,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",40.37,40.37,20.73,14.00,80.00,60,0,12.21,32,16,32,32,32,50,47.42,30.35
25,galp-branchy-4v,8,25,125000,595313,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",40.85,40.85,20.70,14.20,79.63,60,0,12.21,32,16,32,32,32,50,47.48,30.39
26,galp-branchy-4v,8,26,125000,599011,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",40.19,40.19,20.76,14.12,79.68,60,0,12.21,32,16,32,32,32,50,47.40,30.33
27,galp-branchy-4v,8,27,125000,598927,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.76,39.76,20.83,14.14,79.77,60,0,12.21,32,16,32,32,32,50,47.39,30.33
28,galp-branchy-4v,8,28,125000,599828,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.88,39.88,20.91,14.12,79.87,60,0,12.21,32,16,32,32,32,50,47.39,30.33
29,galp-branchy-4v,8,29,125000,603366,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.65,39.65,21.00,14.04,79.93,60,0,12.21,32,16,32,32,32,50,47.44,30.36
30,galp-branchy-4v,8,30,125000,601480,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.60,39.60,21.06,14.09,79.88,60,0,12.21,32,16,32,32,32,50,47.44,30.36
31,galp-branchy-4v,8,31,125000,603329,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.50,39.50,21.13,14.06,80.02,60,0,12.21,32,16,32,32,32,50,47.43,30.35
32,galp-branchy-4v,8,32,125000,604618,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",39.30,39.30,21.20,14.02,80.19,60,0,12.21,32,16,32,32,32,50,47.46,30.37
33,galp-branchy-4v,8,33,125000,618930,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.51,42.51,21.01,14.70,78.70,60,0,12.21,32,16,32,32,32,50,47.35,30.30
34,galp-branchy-4v,8,34,125000,614274,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.15,43.15,21.22,14.98,79.14,60,0,12.21,32,16,32,32,32,50,47.41,30.34
35,galp-branchy-4v,8,35,125000,617174,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.11,43.11,21.32,14.93,79.24,60,0,12.21,32,16,32,32,32,50,47.39,30.33
36,galp-branchy-4v,8,36,125000,617061,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.08,43.08,21.41,14.93,79.34,60,0,12.21,32,16,32,32,32,50,47.40,30.34
37,galp-branchy-4v,8,37,125000,619097,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.00,43.00,21.47,14.88,79.31,60,0,12.21,32,16,32,32,32,50,47.34,30.30
38,galp-branchy-4v,8,38,125000,617981,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.61,42.61,21.53,14.90,79.63,60,0,12.21,32,16,32,32,32,50,47.37,30.32
39,galp-branchy-4v,8,39,125000,619252,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.80,42.80,21.58,14.86,79.61,60,0,12.21,32,16,32,32,32,50,47.34,30.30
40,galp-branchy-4v,8,40,125000,621391,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.76,42.76,21.66,14.80,79.34,60,0,12.21,32,16,32,32,32,50,47.32,30.28
41,galp-branchy-4v,8,41,125000,625233,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.31,43.31,21.71,15.03,79.05,60,0,12.21,32,16,32,32,32,50,47.35,30.30
42,galp-branchy-4v,8,42,125000,627073,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.82,42.82,21.76,15.03,79.29,60,0,12.21,32,16,32,32,32,50,47.30,30.27
43,galp-branchy-4v,8,43,125000,629781,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.56,42.56,21.84,14.99,79.25,60,0,12.21,32,16,32,32,32,50,47.30,30.27
44,galp-branchy-4v,8,44,125000,626931,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.40,42.40,21.88,15.10,79.28,60,0,12.21,32,16,32,32,32,50,47.29,30.26
45,galp-branchy-4v,8,45,125000,628958,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.37,42.37,21.95,15.07,79.50,60,0,12.21,32,16,32,32,32,50,47.33,30.29
46,galp-branchy-4v,8,46,125000,626935,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.23,42.23,22.01,15.15,79.43,60,0,12.21,32,16,32,32,32,50,47.34,30.30
47,galp-branchy-4v,8,47,125000,629268,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.28,42.28,22.07,15.10,79.59,60,0,12.21,32,16,32,32,32,50,47.31,30.28
48,galp-branchy-4v,8,48,125000,629836,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",42.08,42.08,22.11,15.11,79.53,60,0,12.21,32,16,32,32,32,50,47.34,30.30
49,galp-branchy-4v,8,49,125000,646043,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.33,43.33,21.82,15.46,77.82,60,0,12.21,32,16,32,32,32,50,47.25,30.24
50,galp-branchy-4v,8,50,125000,639495,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, NaiveALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",43.58,43.58,22.03,15.70,78.67,60,0,12.21,32,16,32,32,32,50,47.27,30.25
0,galp-prefetch-branchy-1v,8,0,125000,506313,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.84,46.84,22.86,16.57,80.39,30,0,24.41,32,32,32,32,64,100,94.62,60.56
1,galp-prefetch-branchy-1v,8,1,125000,509097,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48.78,48.78,22.73,16.99,80.12,30,0,24.41,32,32,32,32,64,100,94.70,60.60
2,galp-prefetch-branchy-1v,8,2,125000,512685,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48.55,48.55,22.63,16.87,79.91,30,0,24.41,32,32,32,32,64,100,94.57,60.53
3,galp-prefetch-branchy-1v,8,3,125000,514659,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48.31,48.31,22.55,16.80,79.77,30,0,24.41,32,32,32,32,64,100,94.68,60.60
4,galp-prefetch-branchy-1v,8,4,125000,517854,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48.09,48.09,22.48,16.70,79.59,30,0,24.41,32,32,32,32,64,100,94.66,60.58
5,galp-prefetch-branchy-1v,8,5,125000,519880,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.88,47.88,22.43,16.63,79.48,30,0,24.41,32,32,32,32,64,100,94.48,60.47
6,galp-prefetch-branchy-1v,8,6,125000,522450,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.62,47.62,22.40,16.56,79.41,30,0,24.41,32,32,32,32,64,100,94.61,60.55
7,galp-prefetch-branchy-1v,8,7,125000,526136,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.35,47.35,22.39,16.47,79.27,30,0,24.41,32,32,32,32,64,100,94.66,60.58
8,galp-prefetch-branchy-1v,8,8,125000,528147,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.11,47.11,22.38,16.74,79.15,30,0,24.41,32,32,32,32,64,100,94.51,60.49
9,galp-prefetch-branchy-1v,8,9,125000,531768,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.85,46.85,22.37,16.74,79.29,30,0,24.41,32,32,32,32,64,100,94.54,60.50
10,galp-prefetch-branchy-1v,8,10,125000,533823,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.58,46.58,22.39,16.69,79.50,30,0,24.41,32,32,32,32,64,100,94.71,60.61
11,galp-prefetch-branchy-1v,8,11,125000,536606,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.37,46.37,22.43,16.63,79.63,30,0,24.41,32,32,32,32,64,100,94.44,60.44
12,galp-prefetch-branchy-1v,8,12,125000,539517,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.16,46.16,22.48,16.56,79.79,30,0,24.41,32,32,32,32,64,100,94.73,60.63
13,galp-prefetch-branchy-1v,8,13,125000,542613,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.89,45.89,22.53,16.47,79.97,30,0,24.41,32,32,32,32,64,100,94.71,60.61
14,galp-prefetch-branchy-1v,8,14,125000,545039,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.65,45.65,22.59,16.40,79.90,30,0,24.41,32,32,32,32,64,100,94.57,60.53
15,galp-prefetch-branchy-1v,8,15,125000,548483,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.43,45.43,22.66,16.31,80.24,30,0,24.41,32,32,32,32,64,100,94.50,60.48
16,galp-prefetch-branchy-1v,8,16,125000,550922,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.47,46.47,22.73,16.46,80.40,30,0,24.41,32,32,32,32,64,100,94.41,60.42
17,galp-prefetch-branchy-1v,8,17,125000,553677,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",47.01,47.01,22.80,16.91,80.50,30,0,24.41,32,32,32,32,64,100,94.52,60.49
18,galp-prefetch-branchy-1v,8,18,125000,556047,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.80,46.80,22.90,16.87,80.62,30,0,24.41,32,32,32,32,64,100,94.50,60.48
19,galp-prefetch-branchy-1v,8,19,125000,558949,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.53,46.53,23.00,16.79,80.80,30,0,24.41,32,32,32,32,64,100,94.62,60.56
20,galp-prefetch-branchy-1v,8,20,125000,562243,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.30,46.30,23.10,16.69,80.84,30,0,24.41,32,32,32,32,64,100,94.51,60.49
21,galp-prefetch-branchy-1v,8,21,125000,564604,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",46.02,46.02,23.19,16.63,80.98,30,0,24.41,32,32,32,32,64,100,94.49,60.47
22,galp-prefetch-branchy-1v,8,22,125000,567706,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.89,45.89,23.31,16.53,81.11,30,0,24.41,32,32,32,32,64,100,94.64,60.57
23,galp-prefetch-branchy-1v,8,23,125000,570433,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.61,45.61,23.41,16.46,81.30,30,0,24.41,32,32,32,32,64,100,94.44,60.44
24,galp-prefetch-branchy-1v,8,24,125000,573066,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.43,45.43,23.53,16.55,81.50,30,0,24.41,32,32,32,32,64,100,94.51,60.49
25,galp-prefetch-branchy-1v,8,25,125000,576313,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.20,45.20,23.63,16.66,81.55,30,0,24.41,32,32,32,32,64,100,94.50,60.48
26,galp-prefetch-branchy-1v,8,26,125000,579107,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",45.03,45.03,23.75,16.57,81.63,30,0,24.41,32,32,32,32,64,100,94.47,60.46
27,galp-prefetch-branchy-1v,8,27,125000,582005,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",44.75,44.75,23.85,16.50,81.88,30,0,24.41,32,32,32,32,64,100,94.52,60.49
28,galp-prefetch-branchy-1v,8,28,125000,583616,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",44.59,44.59,23.98,16.46,81.88,30,0,24.41,32,32,32,32,64,100,94.50,60.48
