ID,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Kernel Name,Block Size,Grid Size,Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Compute (SM) Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Achieved Occupancy (%),Achieved Active Warps Per SM (warp)
0,alp-1v,8,0,125000,543338,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",39.32,39.32,20.67,14.44,83.41,24,0,24.41,32,42,32,32,64,100,94.86,60.71
1,alp-1v,8,1,125000,691666,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34.29,34.29,24.02,11.94,82.44,24,0,24.41,32,42,32,32,64,100,88.27,56.49
2,alp-1v,8,2,125000,747210,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",31.74,31.74,25.25,11.12,83.86,24,0,24.41,32,42,32,32,64,100,90.66,58.02
3,alp-1v,8,3,125000,782469,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.34,30.34,25.94,10.64,84.57,24,0,24.41,32,42,32,32,64,100,92.29,59.06
4,alp-1v,8,4,125000,810020,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.35,29.35,26.40,10.28,84.87,24,0,24.41,32,42,32,32,64,100,92.98,59.51
5,alp-1v,8,5,125000,831059,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.54,28.54,26.75,10.03,85.45,24,0,24.41,32,42,32,32,64,100,93.43,59.79
6,alp-1v,8,6,125000,850108,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.90,27.90,27.05,9.80,85.75,24,0,24.41,32,42,32,32,64,100,93.91,60.10
7,alp-1v,8,7,125000,869693,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.34,27.34,27.30,9.60,85.95,24,0,24.41,32,42,32,32,64,100,94.15,60.26
8,alp-1v,8,8,125000,886039,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.38,26.77,27.53,9.42,86.07,24,0,24.41,32,42,32,32,64,100,94.23,60.30
9,alp-1v,8,9,125000,903614,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.60,26.27,27.71,9.47,86.32,24,0,24.41,32,42,32,32,64,100,94.39,60.41
10,alp-1v,8,10,125000,917890,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.76,25.83,27.90,9.34,86.41,24,0,24.41,32,42,32,32,64,100,94.60,60.55
11,alp-1v,8,11,125000,933367,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",27.93,25.44,28.06,9.18,86.60,24,0,24.41,32,42,32,32,64,100,94.79,60.67
12,alp-1v,8,12,125000,948352,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.09,25.01,28.21,9.04,86.75,24,0,24.41,32,42,32,32,64,100,94.84,60.70
13,alp-1v,8,13,125000,962750,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.25,24.67,28.35,8.90,86.92,24,0,24.41,32,42,32,32,64,100,94.91,60.74
14,alp-1v,8,14,125000,976829,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.37,24.28,28.48,8.78,87.01,24,0,24.41,32,42,32,32,64,100,94.78,60.66
15,alp-1v,8,15,125000,991448,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.47,23.95,28.60,8.65,87.07,24,0,24.41,32,42,32,32,64,100,95.10,60.86
16,alp-1v,8,16,125000,1003295,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.59,23.65,28.72,8.54,87.20,24,0,24.41,32,42,32,32,64,100,94.92,60.75
17,alp-1v,8,17,125000,1018346,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.68,24.67,28.81,8.82,87.24,24,0,24.41,32,42,32,32,64,100,95.14,60.89
18,alp-1v,8,18,125000,1030590,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.80,24.28,28.91,8.72,87.39,24,0,24.41,32,42,32,32,64,100,95.18,60.92
19,alp-1v,8,19,125000,1042445,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.85,23.99,29.01,8.63,87.36,24,0,24.41,32,42,32,32,64,100,95.15,60.90
20,alp-1v,8,20,125000,1055773,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",28.98,23.67,29.10,8.51,87.56,24,0,24.41,32,42,32,32,64,100,94.89,60.73
21,alp-1v,8,21,125000,1070130,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.07,23.38,29.18,8.41,87.66,24,0,24.41,32,42,32,32,64,100,95.04,60.83
22,alp-1v,8,22,125000,1080828,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.16,23.11,29.27,8.33,87.77,24,0,24.41,32,42,32,32,64,100,95.05,60.83
23,alp-1v,8,23,125000,1093228,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.22,22.81,29.35,8.23,87.80,24,0,24.41,32,42,32,32,64,100,95.13,60.88
24,alp-1v,8,24,125000,1104470,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.30,22.57,29.43,8.14,87.89,24,0,24.41,32,42,32,32,64,100,95.11,60.87
25,alp-1v,8,25,125000,1118092,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.36,22.33,29.49,8.23,87.95,24,0,24.41,32,42,32,32,64,100,95.11,60.87
26,alp-1v,8,26,125000,1128996,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.44,22.10,29.56,8.16,88.04,24,0,24.41,32,42,32,32,64,100,95.12,60.88
27,alp-1v,8,27,125000,1141043,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.51,21.85,29.63,8.07,88.15,24,0,24.41,32,42,32,32,64,100,95.07,60.84
28,alp-1v,8,28,125000,1153029,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.57,21.64,29.68,7.98,88.20,24,0,24.41,32,42,32,32,64,100,95.14,60.89
29,alp-1v,8,29,125000,1164845,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.61,21.42,29.74,7.91,88.22,24,0,24.41,32,42,32,32,64,100,95.05,60.83
30,alp-1v,8,30,125000,1174293,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.68,21.21,29.80,7.84,88.32,24,0,24.41,32,42,32,32,64,100,95.15,60.89
31,alp-1v,8,31,125000,1187039,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.75,21.01,29.86,7.76,88.44,24,0,24.41,32,42,32,32,64,100,95.03,60.82
32,alp-1v,8,32,125000,1198725,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.78,20.81,29.90,7.68,88.42,24,0,24.41,32,42,32,32,64,100,94.98,60.79
33,alp-1v,8,33,125000,1211049,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.83,22.52,29.94,7.96,88.47,24,0,24.41,32,42,32,32,64,100,95.06,60.84
34,alp-1v,8,34,125000,1221588,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.86,22.33,29.99,7.90,88.48,24,0,24.41,32,42,32,32,64,100,95.07,60.84
35,alp-1v,8,35,125000,1232241,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.91,22.15,30.04,7.83,88.53,24,0,24.41,32,42,32,32,64,100,95.17,60.91
36,alp-1v,8,36,125000,1243538,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",29.94,21.92,30.09,7.76,88.55,24,0,24.41,32,42,32,32,64,100,95.14,60.89
37,alp-1v,8,37,125000,1254193,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.01,21.77,30.13,7.70,88.68,24,0,24.41,32,42,32,32,64,100,95.07,60.84
38,alp-1v,8,38,125000,1265155,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.03,21.54,30.17,7.63,88.67,24,0,24.41,32,42,32,32,64,100,94.97,60.78
39,alp-1v,8,39,125000,1278141,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.08,21.39,30.21,7.54,88.75,24,0,24.41,32,42,32,32,64,100,94.89,60.73
40,alp-1v,8,40,125000,1287199,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.13,21.19,30.25,7.50,88.84,24,0,24.41,32,42,32,32,64,100,94.79,60.67
41,alp-1v,8,41,125000,1296885,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.15,21.02,30.28,7.60,88.84,24,0,24.41,32,42,32,32,64,100,95.17,60.91
42,alp-1v,8,42,125000,1305452,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.21,20.90,30.32,7.55,88.98,24,0,24.41,32,42,32,32,64,100,95.18,60.91
43,alp-1v,8,43,125000,1319348,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.25,20.69,30.35,7.47,89.05,24,0,24.41,32,42,32,32,64,100,94.93,60.76
44,alp-1v,8,44,125000,1328253,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.25,20.53,30.38,7.43,88.99,24,0,24.41,32,42,32,32,64,100,95.13,60.89
45,alp-1v,8,45,125000,1337924,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.30,20.37,30.42,7.36,89.10,24,0,24.41,32,42,32,32,64,100,95.09,60.86
46,alp-1v,8,46,125000,1348502,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.32,20.23,30.45,7.31,89.11,24,0,24.41,32,42,32,32,64,100,94.94,60.76
47,alp-1v,8,47,125000,1359080,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.38,20.06,30.48,7.25,89.22,24,0,24.41,32,42,32,32,64,100,95.16,60.90
48,alp-1v,8,48,125000,1369829,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.38,19.91,30.50,7.19,89.18,24,0,24.41,32,42,32,32,64,100,95.03,60.82
49,alp-1v,8,49,125000,1381470,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.42,20.61,30.52,7.43,89.26,24,0,24.41,32,42,32,32,64,100,95.17,60.91
50,alp-1v,8,50,125000,1389388,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30.42,20.44,30.55,7.39,89.24,24,0,24.41,32,42,32,32,64,100,94.92,60.75
0,galp-branchless-1v,8,0,125000,656834,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34.27,34.27,32.36,12.36,78.89,32,0,24.41,32,32,32,32,64,100,95.11,60.87
1,galp-branchless-1v,8,1,125000,663235,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.49,37.49,32.11,13.04,78.30,32,0,24.41,32,32,32,32,64,100,95.16,60.90
2,galp-branchless-1v,8,2,125000,664096,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.40,37.40,32.07,13.02,78.10,32,0,24.41,32,32,32,32,64,100,95.11,60.87
3,galp-branchless-1v,8,3,125000,664670,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.37,37.37,32.04,13.01,78.03,32,0,24.41,32,32,32,32,64,100,94.93,60.75
4,galp-branchless-1v,8,4,125000,665154,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.40,37.40,32.04,13.01,77.94,32,0,24.41,32,32,32,32,64,100,95.00,60.80
5,galp-branchless-1v,8,5,125000,666013,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.33,37.33,32.01,12.99,77.99,32,0,24.41,32,32,32,32,64,100,95.11,60.87
6,galp-branchless-1v,8,6,125000,665816,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.31,37.31,32.02,12.99,77.90,32,0,24.41,32,32,32,32,64,100,94.98,60.79
7,galp-branchless-1v,8,7,125000,666358,"void scan_column<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, NaiveBranchlessALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",37.31,37.31,32.01,12.98,77.84,32,0,24.41,32,32,32,32,64,100,95.03,60.82
