ID,n_cols,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Theoretical Occupancy (%),Achieved Occupancy (%),Kernel Name,Block Size,Grid Size,Registers Per Thread (register/thread),Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),SM Active Cycles (cycle),Compute (SM) Throughput (%),Threads (thread),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Achieved Active Warps Per SM (warp)
19,10,GALP-1,4,10,125000,7425124,12.50,12.15,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,20.71,20.71,15.58,7.74,7401663.61,53.56,4000000,195.31,32,4,32,32,8,7.78
20,10,ALP-32,5,10,125000,21407073,37.50,36.64,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,78.92,78.92,27.96,28.30,21240633.10,17.53,4000000,65.10,32,12,32,32,24,23.45
21,10,ALP-1,5,10,125000,19594614,25,23.67,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,22.71,12.59,28.30,22.71,19516689.38,33.46,4000000,97.66,32,8,32,32,16,15.15
22,10,GALP-32,5,10,125000,43133370,12.50,12.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,27.00,27.00,10.33,10.32,42972247.49,8.60,4000000,195.31,32,4,32,32,8,7.98
23,10,GALP-1,5,10,125000,7512645,12.50,12.14,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,23.60,23.60,15.40,8.79,7488660.62,52.97,4000000,195.31,32,4,32,32,8,7.77
24,10,ALP-32,6,10,125000,21617067,37.50,36.73,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,78.77,78.77,27.74,28.40,21575844.15,17.31,4000000,65.10,32,12,32,32,24,23.51
25,10,ALP-1,6,10,125000,20273750,25,23.70,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,22.48,13.61,27.53,22.48,20217788.96,32.30,4000000,97.66,32,8,32,32,16,15.17
26,10,GALP-32,6,10,125000,43434805,12.50,12.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,27.61,27.61,10.36,10.51,43285894.09,8.54,4000000,195.31,32,4,32,32,8,7.98
27,10,GALP-1,6,10,125000,7607064,12.50,12.13,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,26.42,26.42,15.21,9.77,7585151.10,52.29,4000000,195.31,32,4,32,32,8,7.76
28,10,ALP-32,7,10,125000,21870896,37.50,36.82,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.01,79.01,27.58,28.45,21815307.51,17.12,4000000,65.10,32,12,32,32,24,23.56
29,10,ALP-1,7,10,125000,20943926,25,23.72,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,22.27,14.59,26.88,22.27,20864813.21,31.31,4000000,97.66,32,8,32,32,16,15.18
30,10,GALP-32,7,10,125000,43639164,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,28.12,28.12,10.38,10.68,43476706.04,8.50,4000000,195.31,32,4,32,32,8,7.98
31,10,GALP-1,7,10,125000,7712366,12.50,12.11,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,29.15,29.15,15.00,10.75,7687952.81,51.58,4000000,195.31,32,4,32,32,8,7.75
32,10,ALP-32,8,10,125000,22202702,37.50,36.89,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.68,79.68,27.32,28.40,21930257.20,16.87,4000000,65.10,32,12,32,32,24,23.61
33,10,ALP-1,8,10,125000,21616623,25,23.75,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,22.07,15.50,26.22,22.07,21549871.31,30.32,4000000,97.66,32,8,32,32,16,15.20
34,10,GALP-32,8,10,125000,43973163,12.50,12.48,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,28.69,28.69,10.41,10.84,43748839.12,8.44,4000000,195.31,32,4,32,32,8,7.99
35,10,GALP-1,8,10,125000,7834792,12.50,12.09,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,31.71,31.71,14.76,11.67,7812918.03,50.75,4000000,195.31,32,4,32,32,8,7.74
0,2,ALP-32,0,10,125000,4758689,62.50,57.88,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,66.93,66.93,24.50,24.09,4706393.54,15.70,4000000,39.06,32,20,32,32,40,37.04
1,2,ALP-1,0,10,125000,1736780,75,71.38,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.98,8.40,23.09,4.00,1728516.52,83.58,4000000,32.55,32,24,32,32,48,45.68
2,2,GALP-32,0,10,125000,1458602,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,15.64,11.47,15.69,4.13,1456816.54,49.20,4000000,97.66,32,8,32,32,16,15.68
3,2,GALP-1,0,10,125000,1005621,62.50,59.65,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,23.47,16.73,23.54,6.30,1000159.90,78.68,4000000,39.06,32,20,32,32,40,38.17
4,2,ALP-32,1,10,125000,4739692,62.50,57.99,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,66.79,66.79,24.63,24.16,4716047.91,15.78,4000000,39.06,32,20,32,32,40,37.12
5,2,ALP-1,1,10,125000,1738026,75,71.41,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,23.01,8.39,23.09,4.01,1728579.21,83.66,4000000,32.55,32,24,32,32,48,45.70
6,2,GALP-32,1,10,125000,1473528,25,24.49,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,15.67,11.47,15.68,4.09,1458111.24,49.27,4000000,97.66,32,8,32,32,16,15.67
7,2,GALP-1,1,10,125000,1004436,62.50,59.58,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,23.43,16.75,23.54,6.31,1000191.80,78.56,4000000,39.06,32,20,32,32,40,38.13
8,2,ALP-32,2,10,125000,4822725,62.50,58.37,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,66.53,66.53,24.28,24.06,4838142.78,15.46,4000000,39.06,32,20,32,32,40,37.36
9,2,ALP-1,2,10,125000,1738491,75,71.43,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.97,11.11,23.06,5.17,1730523.18,83.53,4000000,32.55,32,24,32,32,48,45.72
10,2,GALP-32,2,10,125000,1459690,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,15.60,14.75,15.75,5.22,1451881.05,49.04,4000000,97.66,32,8,32,32,16,15.68
11,2,GALP-1,2,10,125000,1006605,62.50,59.70,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,23.46,21.36,23.52,8.02,1001144.07,78.64,4000000,39.06,32,20,32,32,40,38.21
12,2,ALP-32,3,10,125000,4793860,62.50,58.72,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,67.40,67.40,24.48,24.49,4807063.16,15.53,4000000,39.06,32,20,32,32,40,37.58
13,2,ALP-1,3,10,125000,1740730,75,71.60,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.94,13.84,23.03,6.14,1732944.20,83.43,4000000,32.55,32,24,32,32,48,45.82
14,2,GALP-32,3,10,125000,1482587,25,24.49,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,17.61,17.61,15.48,6.29,1477227.16,48.82,4000000,97.66,32,8,32,32,16,15.68
15,2,GALP-1,3,10,125000,1008966,62.50,59.72,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,26.00,26.00,23.48,9.64,1002721.99,78.49,4000000,39.06,32,20,32,32,40,38.22
16,2,ALP-32,4,10,125000,4839469,62.50,58.98,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,68.06,68.06,24.61,24.79,4799628.49,15.53,4000000,39.06,32,20,32,32,40,37.75
17,2,ALP-1,4,10,125000,1743474,75,71.70,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.91,16.58,22.99,7.22,1736114.51,83.35,4000000,32.55,32,24,32,32,48,45.89
18,2,GALP-32,4,10,125000,1499567,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,20.54,20.54,15.34,7.30,1490886.11,47.91,4000000,97.66,32,8,32,32,16,15.68
19,2,GALP-1,4,10,125000,1009920,62.50,59.75,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,30.55,30.55,23.42,11.41,1005125.11,78.19,4000000,39.06,32,20,32,32,40,38.24
20,2,ALP-32,5,10,125000,4809776,62.50,59.25,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,68.73,68.73,24.66,25.24,4792074.62,15.50,4000000,39.06,32,20,32,32,40,37.92
21,2,ALP-1,5,10,125000,1747309,75,71.73,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.86,19.36,22.93,8.23,1740172.40,83.19,4000000,32.55,32,24,32,32,48,45.91
22,2,GALP-32,5,10,125000,1515196,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,23.49,23.49,15.21,8.33,1502812.52,47.25,4000000,97.66,32,8,32,32,16,15.68
23,2,GALP-1,5,10,125000,1014335,62.50,59.78,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,35.09,35.09,23.31,13.03,1009742.36,77.97,4000000,39.06,32,20,32,32,40,38.26
24,2,ALP-32,6,10,125000,4821096,62.50,59.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,68.90,68.90,24.91,25.45,4819383.29,15.60,4000000,39.06,32,20,32,32,40,38.06
25,2,ALP-1,6,10,125000,1753050,75,71.73,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,22.78,22.14,22.86,9.34,1745940.45,82.90,4000000,32.55,32,24,32,32,48,45.91
26,2,GALP-32,6,10,125000,1544300,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,26.05,26.05,14.88,9.20,1536303.16,46.50,4000000,97.66,32,8,32,32,16,15.68
27,2,GALP-1,6,10,125000,1022555,62.50,59.76,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,39.47,39.47,23.18,14.72,1015626.74,77.35,4000000,39.06,32,20,32,32,40,38.25
28,2,ALP-32,7,10,125000,4833150,62.50,59.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,69.69,69.69,24.92,25.56,4832268.80,15.53,4000000,39.06,32,20,32,32,40,38.06
29,2,ALP-1,7,10,125000,1757532,75,71.82,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,24.98,24.98,22.78,10.29,1752117.85,82.66,4000000,32.55,32,24,32,32,48,45.96
30,2,GALP-32,7,10,125000,1568700,25,24.51,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,28.80,28.80,14.72,10.17,1552688.12,46.47,4000000,97.66,32,8,32,32,16,15.68
31,2,GALP-1,7,10,125000,1032786,62.50,59.67,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,43.63,43.63,22.93,16.24,1026435.69,76.67,4000000,39.06,32,20,32,32,40,38.19
32,2,ALP-32,8,10,125000,4895213,62.50,59.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,70.11,70.11,24.81,25.80,4871322.90,15.36,4000000,39.06,32,20,32,32,40,38.06
33,2,ALP-1,8,10,125000,1769225,75,71.84,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",38,27.66,27.66,22.67,11.23,1760072.24,82.31,4000000,32.55,32,24,32,32,48,45.98
34,2,GALP-32,8,10,125000,1591497,25,24.50,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",128,31.37,31.37,14.57,11.05,1569135.75,45.55,4000000,97.66,32,8,32,32,16,15.68
35,2,GALP-1,8,10,125000,1047820,62.50,59.66,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",48,47.61,47.61,22.59,17.65,1041762.80,75.49,4000000,39.06,32,20,32,32,40,38.18
0,3,ALP-32,0,10,125000,5726294,37.50,35.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,76.34,76.34,30.04,28.34,5737556,19.57,4000000,65.10,32,12,32,32,24,22.70
1,3,ALP-1,0,10,125000,2563110,56.25,53.20,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",51,23.29,8.56,23.36,4.68,2550465.55,80.26,4000000,43.40,32,18,32,32,36,34.05
