ID,n_cols,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Theoretical Occupancy (%),Achieved Occupancy (%),Kernel Name,Block Size,Grid Size,Registers Per Thread (register/thread),Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),SM Active Cycles (cycle),Compute (SM) Throughput (%),Threads (thread),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Achieved Active Warps Per SM (warp)
17,9,ALP-1,4,10,125000,13701768,25,24.22,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,12.98,10.11,13.01,5.78,13648217.59,44.87,4000000,97.66,32,8,32,32,16,15.50
18,9,GALP-32,4,10,125000,36169951,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,21.55,21.55,8.64,8.53,36040606.49,8.99,4000000,195.31,32,4,32,32,8,7.97
19,9,GALP-1,4,10,125000,6627451,12.50,12.15,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,20.89,20.89,15.73,7.70,6600907.24,52.95,4000000,195.31,32,4,32,32,8,7.78
20,9,ALP-32,5,10,125000,18787841,37.50,36.69,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.96,79.96,28.57,28.95,18798989.76,17.92,4000000,65.10,32,12,32,32,24,23.48
21,9,ALP-1,5,10,125000,14153964,25,24.23,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,12.58,11.36,12.60,6.19,14095990.69,43.53,4000000,97.66,32,8,32,32,16,15.51
22,9,GALP-32,5,10,125000,36350427,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,22.25,22.25,8.69,8.77,36230317.80,8.94,4000000,195.31,32,4,32,32,8,7.97
23,9,GALP-1,5,10,125000,6709305,12.50,12.15,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,23.79,23.79,15.54,8.74,6684563.09,52.29,4000000,195.31,32,4,32,32,8,7.77
24,9,ALP-32,6,10,125000,19029628,37.50,36.76,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.08,80.08,28.41,28.97,19053257.61,17.73,4000000,65.10,32,12,32,32,24,23.52
25,9,ALP-1,6,10,125000,14626116,25,24.24,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,12.49,12.49,12.18,6.61,14572871.71,42.11,4000000,97.66,32,8,32,32,16,15.51
26,9,GALP-32,6,10,125000,36577610,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,22.95,22.95,8.74,8.95,36445310.99,8.89,4000000,195.31,32,4,32,32,8,7.97
27,9,GALP-1,6,10,125000,6803360,12.50,12.13,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,26.57,26.57,15.32,9.73,6780188.39,51.56,4000000,195.31,32,4,32,32,8,7.76
28,9,ALP-32,7,10,125000,19262573,37.50,36.85,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.36,80.36,28.18,29.02,19233652.07,17.50,4000000,65.10,32,12,32,32,24,23.58
29,9,ALP-1,7,10,125000,15085617,25,24.25,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,13.58,13.58,11.82,7.02,15025110.10,40.88,4000000,97.66,32,8,32,32,16,15.52
30,9,GALP-32,7,10,125000,36813292,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,23.63,23.63,8.78,9.14,36649622.45,8.84,4000000,195.31,32,4,32,32,8,7.97
31,9,GALP-1,7,10,125000,6903218,12.50,12.12,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,29.28,29.28,15.10,10.69,6877680.71,50.81,4000000,195.31,32,4,32,32,8,7.76
32,9,ALP-32,8,10,125000,19497225,37.50,36.85,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.61,80.61,28.01,29.05,19453226.31,17.30,4000000,65.10,32,12,32,32,24,23.58
33,9,ALP-1,8,10,125000,15574143,25,24.26,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,14.58,14.58,11.44,7.39,15518058.31,39.63,4000000,97.66,32,8,32,32,16,15.52
34,9,GALP-32,8,10,125000,37038559,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,24.20,24.20,8.83,9.37,36899590.30,8.78,4000000,195.31,32,4,32,32,8,7.97
35,9,GALP-1,8,10,125000,7016035,12.50,12.10,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,31.85,31.85,14.85,11.61,6991947.11,49.99,4000000,195.31,32,4,32,32,8,7.74
